Municipality Name,Contact Name,Total Number of Households,Households Served by Municipal Trash Program,Households Served by Municipal Recycling Program,Trash Service Type,Carts for Trash,Trash Cart size,Recycling Service Type,Recycling Collection Frequency,SS Recycling,Carts for Recycling,Recycling Cart Size,Food Waste Service Type, # of weeks collected curbside,Weeks the drop-off center open to residents,Municipal Buildings Trash and Recycling Service,School Trash and Recycling Service,Business Trash and Recycling Service,Non-resident Trash and Recycling Service,Solid Waste program funded by property tax?,Solid Waste program funded by annual fee?,Solid Waste program funded by transfer station access fee?,Solid Waste program funded by per-visit fee?,Solid Waste program funded by PAYT/ SMART revenue?,What is the annual fee?,What is the transfer station access fee?,What is the per-visit fee?,PAYT/ SMART,Enforced Trash Limits at Curb,Maximum # bags/ barrels per week,Barrel size in gallons (eg 32 64 etc),Trash Enforced by Muni,Trash Enforced by Hauler,Dedicated Trash Enforcement Personnel,Enforced Mandatory Recycling,Applies to Residential Generators Eligible to be Served by Municipal Program,Applies to Residential Generators not Eligible to be Served by the Municipal Program,Applies to Commercial Generators,Recycling Enforced by Muni,Recycling Enforced by Hauler,Dedicated Mandatory Recycling Enforcement Personnel,# Hours Enforcement Personnel on Street,Private Hauler regulations that require recycling,Applies to Haulers Serving Residential Generators Eligible to be Served by Municipal Program,Applies to Haulers Serving Residential Generators Not Eligible to be Served by Municipal Program,Applies to Commercial Generators,Swap-Shop,Reuse area at transfer station/ recycling center?,Compost Bin Distribution Program,Trash Disposal Tonnage,Does trash disposal tonnage include bulky waste?,Bulky waste tonnage,Fee for bulky waste?,"Annual Bulky 
Waste 
Limit",Tip Fee as of 1/1/2019,Tons Single Stream Recyclables,Newspaper,Cardboard,Mixed Paper,Commingled,Bulky Rigid Plastic,Scrap Metal / White Goods,Textiles/Used Clothing,Wood,Mattresses,Carpet,Food Waste,Yard Waste,E-Waste,C&D,Auto batteries,Auto tires,TVs and Computers,Other electronics (DVD/VCR phones stereos etc),Waste/Used engine oil,Household batteries,"Propane tanks 
1 lb.",Propane tanks  20 lb.,Anti-freeze,Used oil filters,Latex paint,Oil based paint,Fluorescent lamps/CFLs,Button batteries,Thermostats,Thermometers,Other products containing mercury,Expanded Polystyrene,Medical Waste (Sharps),Textiles/Used Clothing,Bulky Rigid Plastic,Books/Media,Plastic Bags,Fire Extinguishers,Did your municipality host comprehensive household hazardous waste collection events in 2018?,How many events?,Regional,Reciprocal,,
Sturbridge,Erin Carson,3410,1870,1870,Drop-off,,,Drop-off,,,,,None,,40,Both,Neither,Both,Neither,Yes,Yes,,,Yes,20,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,290,No,104,Yes,,80,,0.95,52,54,202,0,16,9,8,3.58,3,0,9.72,12,48,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Year Round,Between 3 & 10,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Yes,9,No,No,,
Sudbury,Daniel F. Nason,5448,933,1765,Drop-off,,,Drop-off,,,,,None,,52,Neither,Neither,Neither,Neither,,Yes,,,,170,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,498.36,Yes,0,Yes,,,,,73.2,207.83,,42.94,126.06,3.06,,,,,2.48,6.07,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,0,Yes,1,No,No,,
Sunderland,Jan Ameen,891,0,0,None,,,None,,,,,None,,,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,,,,,,,,,,,,,,,,,,,1 or 2,1 or 2,1 or 2,1 or 2,Once a Month,1 or 2,1 or 2,1 or 2,Once a Month,Once a Month,0,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,0,0,0,0,0,0,1 or 2,No,,,,,
Sutton,Matt Stencel,3300,1100,1100,Drop-off,,,Drop-off,,,,,Drop-off,,52,Recycling,Neither,Neither,Neither,,Yes,,,Yes,40,,,Yes,,,,,,,,,,,,,,,,,,,,,,493,Yes,0,Yes,,68.18,0,0,112,60,111,7.5,41.36,3.38,,,,,7.02,2.25,,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,No,,,,,
Swampscott,Jeff Vaughan,5730,4965,4965,Curbside,,,Curbside,Weekly,Yes,,,Curbside,8,32,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,2,35,Yes,Yes,No,,,,,,,,,,,,,,,,4030,Yes,0,No,52,75,1534,,,,,,41780,,,,,,600,,,1 or 2,0,1 or 2,1 or 2,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,0,0,1 or 2,No,,,,,
Swansea,Colleen Brown,6350,6049,6049,Curbside,,,Curbside,Weekly,Yes,Yes,65,None,38,,Both,Neither,Neither,Neither,,Yes,,,Yes,120,,,Yes,,,,,,,,,,,,,,,,,,,,,,3128.91,No,0,Yes,,74.15,1887.89,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,
Taunton,Katherine Nunes,20554,18436,19509,Both,,,Both,Bi-weekly,Yes,Yes,95,None,3,52,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,Yes,,Yes,19,,,,,,,Yes,12066.59,Yes,0,No,52,0,4636.06,7.28,90.56,,12.18,,145.54,33.03,,,,,1489.49,79.4,9.66,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Between 3 & 10,Year Round,0,0,0,0,Yes,1,No,No,,
Templeton,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tewksbury,Steve Sadwick,10056,10056,10056,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,14,,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,8755.54,No,50.68,No,,70,2945.36,,,,,,,26.09,,,,,,,,0,0,0,0,0,Year Round,0,0,0,0,0,0,0,0,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,0,0,No,,,,,
Tisbury,Beth Tessmer,2592,2592,2592,Both,,,Both,Bi-weekly,Yes,,,Drop-off,,52,Both,Both,Neither,Neither,Yes,Yes,Yes,Yes,Yes,175,35,5.5,Yes,Yes,2,64,,,,,,,,,,,,Yes,Yes,,Yes,,,Yes,1154.92,No,0,Yes,,146.5,1417.69,10.08,33.27,,,,,,,,,,,,,0,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,1 or 2,0,0,0,0,Year Round,Year Round,Year Round,0,0,0,0,0,Year Round,0,Year Round,1 or 2,Yes,2,No,No,,
Tolland,Valerie Bird,499,499,499,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Both,Neither,,,Yes,,Yes,,65,,Yes,,,,,,,Yes,Yes,,,Yes,,Yes,6,,,,,,Yes,,63.91,No,4.67,,,200,,,,11.39,15.4,,13.59,,,,,,,,30,0,0,Year Round,Year Round,0,Year Round,0,0,0,0,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,No,,,,,
Topsfield,Donna Rich,2170,2152,2170,Curbside,,,Curbside,Bi-weekly,,,,None,,32,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,1912.08,Yes,0,Yes,,,,,,400.46,320.64,,,13.63,,,,22.5,154.44,,,1 or 2,0,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,0,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,1 or 2,Year Round,0,Year Round,0,1 or 2,Yes,1,Yes,Yes,,
Townsend,Carla Hitzenbuhler,3450,3385,3385,Curbside,,,Curbside,Weekly,Yes,,,None,,30,Both,Neither,Neither,Neither,Yes,,,,,,,,,Yes,1,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,,Yes,2138,No,0,Yes,,88,890,,,,,7,1,3.5,14,0.6,100,,,3.5,3,Year Round,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,No,,,,,
Truro,Jarrod J. Cabral,3334,3334,3334,Drop-off,,,Drop-off,,Yes,,,Drop-off,,52,Both,Both,Both,Neither,Yes,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,Yes,,Yes,1746.32,No,0,Yes,,68.5,423.34,,,,,,117.98,8,,2.09,,,66.96,,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Yes,1,Yes,Yes,,
Tyngsborough,Kerri Oun,4375,3462,3468,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,4,0,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,1,64,,Yes,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,Yes,3812.33,Yes,0,Yes,,70,1144.04,,,,,,11.29,,,,,,130,,,1 or 2,1 or 2,0,0,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,0,1 or 2,1 or 2,Year Round,Year Round,Year Round,1 or 2,0,Year Round,Year Round,0,0,0,1 or 2,Yes,1,Yes,Yes,,
Tyringham,Laura Lee Bertram,277,192,198,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,,,Yes,,,,85,,,,,,,,,Yes,Yes,,Yes,Yes,,No,,,,,,,,,141.99,No,0,Yes,,,25.88,,,,19.38,,8.66,,12.28,,,,,,,0,0,Year Round,Year Round,0,0,0,0,0,0,0,0,Year Round,0,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,No,,,,,
Upton,Diane Tiernan,3300,2385,2385,Curbside,Yes,96,Curbside,Weekly,Yes,,,None,0,,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,Yes,5,30,,Yes,,Yes,Yes,,,,Yes,,,Yes,Yes,,,,,,1459.77,Yes,0,Yes,,68.18,855,,,5,,,45,,,,,,,25,,1 or 2,1 or 2,1 or 2,0,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,0,Yes,1,No,No,,
Uxbridge,Kristin Black,6500,0,0,None,,,None,,,,,None,,37,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,Yes,0,No,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,
Wakefield,Claire Moss,8500,7238,7238,Curbside,Yes,64,Curbside,Bi-weekly,Yes,,,None,3,32,Both,Neither,Neither,Neither,Yes,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,40,,,,,,,,7200,Yes,,No,104,68.35,2200,,,,,,,5.41,,,,,1800,,,1 or 2,1 or 2,0,0,Once a Month,1 or 2,0,Once a Week,1 or 2,0,0,1 or 2,Between 3 & 10,1 or 2,1 or 2,1 or 2,1 or 2,0,Year Round,Year Round,Once a Week,Year Round,Year Round,0,Yes,2,Yes,Yes,,
Wales,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walpole,Robin Chapell,8498,7398,7398,Curbside,,,Both,Bi-weekly,Yes,,,None,0,52,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,6,32,,Yes,,Yes,Yes,,,,,,,,,,,,,Yes,8075.08,Yes,0,No,,68.18,1773.7,,,,,,,43.11,,,,,2000,,,Between 3 & 10,Year Round,Between 3 & 10,0,Between 3 & 10,Between 3 & 10,1 or 2,1 or 2,Between 3 & 10,Between 3 & 10,0,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,1 or 2,Yes,1,No,Yes,,
Waltham,Sarah Kelley,23000,19170,19170,Curbside,,,Curbside,Weekly,Yes,Yes,64,None,18,6,Both,Both,Recycling,Trash,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18437.17,Yes,0,No,,59.09,4589.07,,3120,,,,30.92,18.35,,,,,2816.92,,,Between 3 & 10,0,0,0,Between 3 & 10,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,0,0,0,0,0,0,0,No,,,,,
Ware,Stuart Beckley,4500,0,0,None,,,None,,,,,None,,8,Both,Both,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,,,,0,0,0,0,0,,,,,,,,6.48,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Between 3 & 10,0,0,0,0,0,No,,,,,
Wareham,Marilyn Russell,12260,0,0,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Neither,Neither,,Yes,,,,30,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,0,No,0,,,,,,36.1,25.3,32.1,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,Once a Week,Once a Week,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,Year Round,Year Round,Year Round,No,,,,,
Warren,Priscilla Clowes,2046,592,592,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Both,Both,Yes,,Yes,,Yes,,80,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,376.6,No,16.85,Yes,,,,,,82.07,83.82,,16.25,17.5,,2.75,,,,,19.18,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,0,0,Year Round,Year Round,0,0,0,0,Year Round,Year Round,0,Year Round,0,0,No,,,,,
Warwick,Jan Ameen,358,300,300,Drop-off,,,Drop-off,,,,,None,,,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,Yes,84.26,No,25.52,Yes,,77,,,,27.82,37.07,,17.3,,,,,,,1.16,,0,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Once a Month,Once a Month,0,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,0,0,Year Round,No,,,,,
Washington,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watertown,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayland,Daniel Cabral,6000,1861,2035,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Both,Neither,Neither,,,Yes,Yes,Yes,,145,40,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,964.9,Yes,0,No,,83,708.61,,,,,,96.51,24.13,,1.95,,,,,,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,2,No,Yes,,
Webster,Doug Willardson,6905,106,106,Drop-off,,,Drop-off,,Yes,,,None,,38,Both,Both,Both,Both,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,54.8,Yes,0,Yes,,,,,,,,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,No,,,,,
Wellesley,Jeff Azano-Brown,9260,9260,9260,Drop-off,,,Drop-off,,,,,Drop-off,,52,Both,Recycling,Both,Both,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,5108,Yes,0,Yes,,80,105,181,882,208,415,20,372,171,707,0,0,63,1392,61,245,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,0,Year Round,Yes,1,No,No,,
Wellfleet,Mark Vincent,3669,3309,3309,Drop-off,,,Drop-off,,,,,Drop-off,,52,Both,Both,Both,Both,Yes,Yes,,,,25,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,No,,Yes,Yes,,Yes,Yes,Yes,Yes,815.93,No,442.43,Yes,,59.23,,115.97,115.97,50,197.06,24.57,140.33,15.38,,13.97,,,1000,34.86,415.95,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,Year Round,Yes,1,Yes,Yes,,
Wendell,Jan Ameen,372,365,365,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,156.76,No,47.9,Yes,,77,,,,49.3,39.86,,,2.04,,,,1.8,,3.31,,Year Round,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Once a Month,Once a Month,0,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,Year Round,No,,,,,
Wenham,Bill Tyack,1412,1331,1331,Curbside,Yes,35,Curbside,Weekly,Yes,,,Curbside,8,2,Both,Neither,Both,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,Yes,,Yes,,,,,,,,,,965,Yes,0,No,52,65.26,555,,,,,,,13.66,,,,174.11,,3.05,,1 or 2,0,Year Round,Year Round,1 or 2,1 or 2,Year Round,Year Round,1 or 2,0,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,0,Year Round,No,,,,,
West Boylston,Butch Jackson,2895,2480,2480,Curbside,,,Curbside,Weekly,Yes,,,None,,10,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,1426.53,No,0,Yes,,68.11,645.85,,6.8,8.2,1.8,3.8,17.95,0.78,0,5.75,,0,0,11.21,493.05,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,Year Round,Yes,5,Yes,No,,
West Bridgewater,Sue Kent,2893,1838,1838,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Neither,Neither,Neither,Yes,Yes,,,,85,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,1975.08,No,0,,,57.79,338.34,,,,,,109.68,1,,,,,,15.02,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,Year Round,0,No,,,,,
West Brookfield,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Newbury,Jane Krafton,1478,1388,1388,Curbside,,,Both,Bi-weekly,Yes,,,None,,0,Both,Neither,Both,Neither,Yes,,,,,,,,,Yes,2,32,Yes,Yes,No,Yes,Yes,Yes,,Yes,,No,,Yes,,Yes,,,,,1376.63,Yes,0,No,52,69,427.21,,,,,,48,0.11,,,,,,,,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,1 or 2,Year Round,0,0,No,,,,,
West Springfield,Robert J. Colson,12500,8860,8860,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,6,,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,1000,64,Yes,Yes,No,Yes,Yes,,,Yes,Yes,Yes,19,,,,,,,Yes,7173,No,205,Yes,15,67,2092.78,,,,,13.06,722.98,,1.45,16.36,,14,28.63,14.34,,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,0,0,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,1,Yes,Yes,,
West Stockbridge,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Tisbury,Donald Hatch,1800,850,850,Drop-off,,,Drop-off,,Yes,,,Drop-off,,52,Both,Both,Both,Both,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,323,No,0,,,165,220,,,,,,3,,,,,2,,,,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,0,0,Between 3 & 10,Between 3 & 10,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,3,Yes,No,,
Westborough,Steven Baccari,4123,2700,3700,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Neither,Neither,Neither,Yes,,Yes,,,,170,,,,,,,,,Yes,Yes,,,Yes,,No,,,,,,,Yes,,4531.2,Yes,0,Yes,,68.18,567.88,,221.93,,225.75,,,,,,,,,19.42,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,1 or 2,Year Round,0,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,1 or 2,Yes,1,No,No,,
Westfield,Joseph Rouse,16063,16063,11276,Both,Yes,64,Both,Bi-weekly,Yes,Yes,96,None,,52,Neither,Neither,Neither,Neither,Yes,Yes,Yes,,,85,25,,,Yes,2,64,Yes,,No,,,,,,,,,,,,,,,,11276.03,No,1059.73,Yes,,,3086.09,0,0,80.67,0,36.37,220.19,1.3,0,0,0,0,27,52.68,1.22,Year Round,Year Round,Year Round,Year Round,Once a Week,Year Round,Year Round,Year Round,Once a Week,Once a Week,Year Round,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,No,,,,,
Westford,Kristina Greene,7947,7947,7947,Curbside,,,Curbside,Bi-weekly,Yes,,,None,4,0,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,3,32,,Yes,,Yes,Yes,,,,Yes,,,,,,,,,Yes,7547,Yes,0,Yes,,70.7,2571.24,,,,,,,15.5,,,,,2.16,66.19,,0,0,1 or 2,1 or 2,0,0,1 or 2,1 or 2,0,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,Year Round,1 or 2,No,,,,,
Westhampton,Kathleen A. Casey,689,359,359,Drop-off,,,Drop-off,,Yes,,,None,,,Both,Both,Both,Neither,,Yes,,,Yes,60,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,No,,,,,,Yes,,Yes,182.82,No,61.15,Yes,,79,107.23,,,,,,17.92,4,,,,,,1.97,,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,Year Round,Yes,1,Yes,Yes,,
Westminster,Mark Hawke,2987,0,2987,Drop-off,,,Both,Weekly,Yes,,,None,,52,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,2520,Yes,,Yes,,,,86,106,86,102,,,,,,,,,,74,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,0,0,0,0,0,0,Year Round,0,0,0,0,0,Yes,4,Yes,Yes,,
Weston,Thomas Cullen,3600,1749,1749,Drop-off,,,Drop-off,,,,,None,,52,Both,Recycling,Neither,Neither,Yes,Yes,,,,240,,,,,,,,,,,,,,,,,,,,,,Yes,,,1457,Yes,0,No,,68.18,,142,314.85,,,13,115,24,109,,,,642,21,,Year Round,0,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,1,No,No,,
Westport,Matthew Armendo,6920,1950,1950,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Both,Yes,,,,,,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,792.34,Yes,0,Yes,,74,,30.64,110.58,72.25,234.44,24.6,101.67,4,,5.56,,,20,0,85.27,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,0,Year Round,No,,,,,
Westwood,Brendan Ryan,5389,4607,4607,Curbside,Yes,65,Curbside,Bi-weekly,Yes,Yes,95,None,10,,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3801.89,No,0,Yes,,68.18,1740.61,,,,,,,,,,,,,,,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,0,Year Round,1 or 2,1 or 2,1 or 2,0,1 or 2,Yes,1,No,No,,
