Municipality Name,Contact Name,Total Number of Households,Households Served by Municipal Trash Program,Households Served by Municipal Recycling Program,Trash Service Type,Carts for Trash,Trash Cart size,Recycling Service Type,Recycling Collection Frequency,SS Recycling,Carts for Recycling,Recycling Cart Size,Food Waste Service Type, # of weeks collected curbside,Weeks the drop-off center open to residents,Municipal Buildings Trash and Recycling Service,School Trash and Recycling Service,Business Trash and Recycling Service,Non-resident Trash and Recycling Service,Solid Waste program funded by property tax?,Solid Waste program funded by annual fee?,Solid Waste program funded by transfer station access fee?,Solid Waste program funded by per-visit fee?,Solid Waste program funded by PAYT/ SMART revenue?,What is the annual fee?,What is the transfer station access fee?,What is the per-visit fee?,PAYT/ SMART,Enforced Trash Limits at Curb,Maximum # bags/ barrels per week,Barrel size in gallons (eg 32 64 etc),Trash Enforced by Muni,Trash Enforced by Hauler,Dedicated Trash Enforcement Personnel,Enforced Mandatory Recycling,Recycling Enforced by Muni,Recycling Enforced by Hauler,Dedicated Mandatory Recycling Enforcement Personnel,# Hours Enforcement Personnel on Street,Private Hauler regulations that require recycling,Swap-Shop,Reuse area at transfer station/ recycling center?,Compost Bin Distribution Program,Trash Disposal Tonnage,Does trash disposal tonnage include bulky waste?,Bulky waste tonnage,Fee for bulky waste?,"Annual Bulky 
Waste 
Limit",Tip Fee as of 1/1/2017,Tons Single Stream Recyclables,Newspaper,Cardboard,Mixed Paper,Commingled,Bulky Rigid Plastic,Scrap Metal / White Goods,Textiles/Used Clothing,Wood,Mattresses,Carpet,Food Waste,Yard Waste,E-Waste,C&D,Auto batteries,Auto tires,TVs and Computers,Other electronics (DVD/VCR phones stereos etc),Waste/Used engine oil,Household batteries,Propane tanks 1 lb.,Propane tanks  20 lb.,Anti-freeze,Used oil filters,Latex/Oil based paint,Fluorescent lamps/CFLs,Button batteries,Thermostats,Thermometers,Other products containing mercury,Expanded Polystyrene,Medical Waste (Sharps),Textiles/Used Clothing,Bulky Rigid Plastic,Books/Media,Plastic Bags,Fire Extinguishers,Did your municipality host comprehensive household hazardous waste collection events in 2016?,How many events?,Regional,Reciprocal,Comments/Additional Information,,
Sturbridge,Jamie Terry,3751,1882,1882,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Both,Neither,Yes,Yes,,,Yes,20,,,Yes,,,,,,,Yes,Yes,,No,,Yes,Yes,Yes,,408.55,No,99.81,Yes,,,14.28,0,42.58,90.88,180,3.9,154,51,5.13,4.43,0,,219,1.62,99.81,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Once a Week,Once a Week,Once a Week,Once a Week,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,9,No,No,,,
Sudbury,Daniel F. Nason,5441,1028,1811,Drop-off,,,Drop-off,,,,,None,,52,Neither,Neither,Neither,Neither,,Yes,,,Yes,155,,,Yes,,,,,,,,,,,,,Yes,,,560,Yes,,Yes,,,,,78.96,256.42,150.91,39.73,138,2.36,,3.99,,,1.51,1.15,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,Year Round,Year Round,Between 3 & 10,Year Round,0,Yes,1,No,No,,,
Sunderland,Jan Ameen,888,0,0,None,,,None,,,,,None,,,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,
Sutton,Matt Stencel,3300,1100,1100,Drop-off,,,Drop-off,,,,,Drop-off,,52,Recycling,Recycling,Neither,Neither,,,Yes,,,,40,,Yes,,,,,,,,,,,,,,,,503.1,Yes,,Yes,,,,,110.4,132.3,86.76,0,51.22,2.56,,,,,11.88,5.58,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,No,,,,,,
Swampscott,jeff vaughan,5700,4700,4700,Curbside,,,Curbside,Weekly,Yes,,,None,9,,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,2,35,Yes,Yes,No,,,,,,,,,,4094.13,Yes,,No,,64,1437,,,,,,4130,,,,,,330,,,1 or 2,0,1 or 2,1 or 2,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,0,Year Round,0,0,0,No,,,,,,
Swansea,Alan M. Corvi,6212,5936,5936,Curbside,,,Curbside,Weekly,Yes,Yes,65,None,35,,Both,Both,Neither,Neither,,Yes,,,Yes,100,,,Yes,,,,,,,,,,,,,,,,2756,No,0,Yes,,,1909.41,,,,,,,7.34,,,,,1049.76,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,
Taunton,Katherine Nunes,22456,18750,21725,Both,,,Both,Weekly,Yes,,,None,4,52,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,Yes,19,,,,Yes,12023.04,Yes,,No,52,0,4184.9,,336.53,29.52,66.27,,200.76,22.73,,,,,145.78,176.11,,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Between 3 & 10,Year Round,0,0,0,0,Yes,1,No,No,"For trash and recycle households serves, some condos and apartments in the 5-6 unit range, 7-8 unit range, and 9 and above range are collected as part of the municipal program, but not all.",,
TEMPLETON,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tewksbury,Sandra Barbeau,10612,10049,10049,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,11,,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,9728.62,Yes,,No,,70,2504.93,,,,,,52.99,,,,,,862.5,,,0,0,Year Round,1 or 2,0,Year Round,0,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,1 or 2,0,1 or 2,0,0,No,,,,,,
TISBURY,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOLLAND,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topsfield,Donna Rich,2212,2212,2212,Curbside,,,Curbside,Bi-weekly,,,,None,,34,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,Yes,,,,1870.04,Yes,,Yes,,,,481.69,,,395.03,,,9.7,,,,,,,,1 or 2,0,Year Round,Year Round,Year Round,1 or 2,0,0,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Yes,1,Yes,Yes,,,
Townsend,Carla Hitzenbuhler,3450,3450,3450,Curbside,,,Curbside,Weekly,Yes,,,None,,30,Recycling,Neither,Neither,Neither,Yes,,,,,,,,,Yes,2,32,,Yes,,Yes,,Yes,,,,,Yes,,2257,No,0,Yes,,,842,,,,,,,19.22,,,,,,,,Year Round,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Once a Month,Once a Month,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,Once a Month,Year Round,Year Round,Year Round,0,Year Round,No,,,,,,
Truro,Jarrod J. Cabral,2933,2933,2933,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Both,Both,Neither,,,Yes,,,,100,,,,,,,,,Yes,Yes,,Yes,80,Yes,Yes,Yes,,1677.34,No,0,No,,66,,,194,,,,110.74,,,,,,,,22.52,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,1 or 2,Yes,1,Yes,No,,,
Tyngsborough,Kerri Oun,4100,3862,3862,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,4,4,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,1,64,Yes,Yes,No,,,,,,,,,,3745,Yes,,Yes,,70,1195,,,,,,20.73,,,,,,115,,,1 or 2,1 or 2,Once a Month,Once a Month,1 or 2,0,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,1 or 2,0,Year Round,0,0,0,0,1 or 2,Yes,1,Yes,Yes,,,
Tyringham,April Curtin,350,350,350,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Both,Neither,,,Yes,,,,75,,,,,,,,,Yes,Yes,,No,,,,,,117.95,No,0,Yes,,,24.39,,,,17.72,,5.09,,7.79,4.27,,,,,,0,0,Year Round,Year Round,0,0,0,0,0,0,0,Year Round,0,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,No,,,,,,
Upton,Diane Tiernan,2861,2285,2298,Curbside,Yes,96,Curbside,Weekly,Yes,,,None,16,,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,Yes,5,30,,Yes,,,,,,,,,,,1325.29,No,0,Yes,,66,844.63,,,,,,3,,,,,,,2,,1 or 2,1 or 2,Once a Week,Once a Week,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,Once a Week,0,Once a Week,0,Yes,1,No,No,"It is very difficult to calculate the ""other recyclable items"". they are collected at our hazardous waste day and on a weekly basis. The amounts above are estimates, we do not keep track of the tonnage on these items.Also - the revenue/cost for recycling is in our contract with EL Harvey. It is not broken down. I was not allowed to submit this without putting a number in, so therefore I put in a 0.",,
Uxbridge,Kristin Black,6000,0,0,None,,,None,,,,,None,,36,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,
WAKEFIELD,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALES,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walpole,Robin Chapell,8440,7330,7330,Curbside,,,Curbside,Bi-weekly,,,,None,2,52,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,6,32,,Yes,,Yes,,,,,,,,Yes,8067.75,Yes,,No,,66,,,,801.75,672.62,,,28.98,,,,,2000,,,1 or 2,0,Between 3 & 10,Year Round,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,0,Yes,1,No,Yes,,,
Waltham,Eileen Zubrowki,23000,16093,23000,Both,,,Both,Weekly,Yes,,,None,33,,Both,Both,Recycling,Both,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,19477,Yes,,No,,56.5,3655,,,,,,0.47,,,,,,683.21,124,,Between 3 & 10,Year Round,Year Round,0,Between 3 & 10,Between 3 & 10,0,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,1 or 2,Year Round,0,Year Round,Year Round,0,0,No,,,,"Appliances - tonnage not computed separately from trash, but the numbers of appliances are tracked.Compost Bins - Lexington sells compost bins on state contract price to Waltham residents.Rigid Plastics - Currently collect about 10 rigid plastic products; tonnage not computed separately.Tires - City collects and disposes of abandoned tires only.Yard Waste- Have been advised to submit CY only, due to two cost structures (curbside and vacuuming).",,
WARE,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wareham,Marilyn Russell,11579,0,0,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Neither,Neither,,Yes,,,,30,,,,,,,,,,,,,,,Yes,Yes,,Yes,0,Yes,,,,,,,35,23.4,31,,3,0.5,,,,,,,,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,1 or 2,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,Year Round,Year Round,Year Round,Yes,1,Yes,No,,,
Warren,Rachael Carney,1948,580,580,Drop-off,,,Drop-off,,,,,None,,52,Neither,Neither,Neither,Neither,Yes,,Yes,,Yes,,80,,Yes,,,,,,,Yes,,,,,Yes,,Yes,,327.89,Yes,,Yes,,,,,,86.78,66.69,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,0,Year Round,0,0,0,0,0,Year Round,Year Round,0,Year Round,0,0,No,,,,,,
Warwick,Jan Ameen,359,300,300,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,Yes,93.76,No,35.58,Yes,,69,,,,29.64,23.43,,14.23,,,,,,,2.13,,0,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,0,0,0,0,0,0,0,0,No,,,,,,
WASHINGTON,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watertown,Dennis Sheehan,13550,10044,10044,Curbside,Yes,64,Both,Bi-weekly,Yes,Yes,64,None,16,52,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,7,,,,,8279.51,Yes,,Yes,104,64.58,3010.37,,,,,,22.22,,,,,,1412.66,45.27,,Between 3 & 10,1 or 2,Year Round,Year Round,Between 3 & 10,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,0,0,0,No,,,,,,
Wayland,Daniel Cabral,6000,1904,2095,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Both,Neither,Neither,,,Yes,Yes,Yes,,145,40,Yes,,,,,,,,,,,,,Yes,,,1082.78,Yes,,No,,76,770.96,,,,,,71.41,20.96,,,,,,,,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,2,No,Yes,"Regarding Other Recycled Materials Category: Textiles/Used clothing are collected at Schools in addition to Transfer Station. TS total is 6950lbs, town-wide total is 41,915lbs. Yard waste is collected and ground for mulch, which is used throughout Town by the DPW and available for residents to take. Electronics and E-Waste are collected once a month for recycling and tracked per-item (353 items in CY2016).",,
Webster,Doug Willardson,6910,104,104,Drop-off,,,Drop-off,,Yes,,,None,,32,Both,Both,Both,Both,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,57,Yes,,Yes,,,,,,,,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,No,,,,,,
Wellesley,Jeff Azano-Brown,9318,9318,9318,Drop-off,,,Drop-off,,,,,None,,52,Both,Recycling,Both,Neither,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,7589,Yes,,Yes,,86,3435,296,1102,757,465,17,366,158,672,,,,2727,59,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,0,Year Round,Yes,1,No,No,"Question 4, Commercial Businesses pay a per ton fee for disposal of yard waste, trash, appliances, ties, tvs, fluorescent bulbs, and propane tanks.Question 8, comingled containters are collected separately and sold as individual commoditiesWe also accepted 11 tons of tires",,
Wellfleet,Mark Vincent,3660,3300,3300,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Both,Yes,Yes,,,Yes,25,,,Yes,,,,,,,Yes,Yes,,No,,Yes,Yes,Yes,Yes,852.59,No,492.82,Yes,,55,0,131,131,50,244,19.08,165,5,5,,,,1200,40.47,492.82,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,1 or 2,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,0,0,Year Round,Year Round,1 or 2,Year Round,Year Round,Yes,1,Yes,Yes,,,
Wendell,Jan Ameen,374,367,367,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Neither,Neither,Neither,Yes,,Yes,,Yes,,15,,Yes,,,,,,,,,,,,,Yes,,Yes,154.06,No,67.84,Yes,,69,,,,51.37,43.68,,,1.62,,,,0.91,,6.12,,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,0,0,0,Year Round,0,Year Round,0,0,No,,,,The Wendell Transfer Station accepts scrap metal but the vendor does not pay the town revenue and therefore does not weigh the loads so metal tonnage is not reportable.,,
Wenham,Bill Tyack,1404,1404,1404,Curbside,Yes,35,Curbside,Weekly,Yes,,,Curbside,2,1,Both,Neither,Both,Neither,Yes,,,,Yes,,,,Yes,Yes,1,35,Yes,Yes,No,,,,,,Yes,,,Yes,882.77,Yes,,No,52,63.67,558.3,,,,,,,,,,,178.5,,,,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,1 or 2,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,0,Yes,1,No,Yes,,,
West Boylston,Butch Jackson,3109,2821,2821,Both,,,Both,Weekly,Yes,,,Curbside,,17,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,1476.79,No,0,No,,66.73,,,,,,2.53,14.39,0.79,,2.64,,,,8.24,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,6,Yes,No,,,
WEST BRIDGEWATER,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST BROOKFIELD,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST NEWBURY,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Springfield,Robert Colson,12500,8860,8860,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,30,52,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,1,64,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,,,Yes,6915.53,No,268.01,No,15,60,2108.68,,,,,,82.86,0.78,414.11,19.75,,4.66,220.73,109.94,1.46,Year Round,1 or 2,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,1 or 2,Year Round,0,1 or 2,Yes,1,No,Yes,Bulky plastic items were collected at our 2016 earth day fair event. Leaf and Yard waste tonnage listed above only includes quantity dropped of by Town Trucks. It does NOT include quantity dropped off by residents or picked up curbside by our hauler.,,
WEST STOCKBRIDGE,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Tisbury,Donald Hatch,1786,800,800,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Both,Both,Both,,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,328,No,0,,,160,263,,,,,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,0,0,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,0,0,Yes,4,Yes,No,"All hard to manage items are directed to use the main District Transfer station in Edgartown, Ma.",,
Westborough,Steven Baccari,4055,2700,3700,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Neither,Neither,Neither,Yes,,Yes,,,,75,,,,,,,,,Yes,Yes,,No,,,,Yes,,5200,Yes,,Yes,,66,,169,218,43,238,,,,,,,,,9.8,,Year Round,0,Year Round,0,Year Round,Year Round,1 or 2,1 or 2,1 or 2,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,1 or 2,Yes,1,No,No,,,
Westfield,Joseph Rouse,17000,13500,13500,Both,Yes,64,Both,Bi-weekly,Yes,Yes,96,None,6,52,Both,Both,Neither,Neither,Yes,,Yes,,,,10,,,Yes,1,64,Yes,,No,Yes,Yes,,No,,,,,,11348,Yes,,Yes,,,3159,,,,,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,No,,,,,,
Westford,Kristina Greene,7915,7915,7915,Curbside,,,Curbside,Bi-weekly,Yes,Yes,64,None,4,2,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,3,32,,Yes,,Yes,,Yes,,,,,,Yes,7149,Yes,,Yes,,70,2860,,,,,,30.81,,,,,,5.13,40.46,,0,0,1 or 2,1 or 2,Year Round,0,1 or 2,1 or 2,0,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,Year Round,1 or 2,Yes,1,No,No,"yard waste (brush, not leaves) is accepted at a drop​ off facility on 2 collection dates during 2016. The Fire Dept picks up Christmas trees one weekend after Christmas. Residents pay a fee. This is coordinated completely by the Fire Dept. Bulky waste is collected weekly with normal trash pickup.",,
Westhampton,Kathleen A. Casey,686,354,354,Drop-off,,,Drop-off,,Yes,,,None,,,Both,Both,Both,Neither,,Yes,,,Yes,60,,,Yes,,,,,,,Yes,Yes,,No,,,Yes,,Yes,197.34,No,47.75,Yes,,72,111.24,,,,,,15.72,3.34,,,,,,2.73,,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,Yes,1,Yes,Yes,,,
WESTMINSTER,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weston,Thomas Cullen,3600,1777,1750,Drop-off,,,Drop-off,,,,,None,,52,Both,Recycling,Neither,Neither,Yes,Yes,,,,225,,,,,,,,,,,,,,,,Yes,,,1692.62,Yes,,No,,66,,172.59,331.32,,,,66.36,15.17,,,,,621.87,25.25,,1 or 2,0,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,1,No,No,,,
Westport,Nancy Paquet,6811,1625,1625,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Both,Yes,,,,,,,,Yes,,,,,,,Yes,,,,,Yes,,,,785,Yes,,Yes,,71,0,47.28,103.72,80.93,147.15,25.99,59.19,1.5,,2.45,,,20,6.06,63.59,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,Year Round,No,,,,"tin/aluminum 29.59 tons at $93.00 tons; plastic containers 24.74 tons at $0; Glass 92.82 tons at -$35/ton. HHW Collection in another community is a business ""NEDT"" located in Sutton, MA (NEDT.org). They are open year round 2 days a week and by appointment and some Saturdays in the summer for Massachusetts, RI & CT residents. Our metal glass and plastic are collected separately. We are currently recycling plastic at a $0 return. The glass is a cost of $35 per ton. The only brush we collect is the Christmas trees during the month of January. We do textile recycling through Bay State and Salvation Army. We only receive the tonnage from Bay State. The mattress shown above are those that do not fit the criteria of our Mattress Recycling Program and are disposed as trash.",,
WESTWOOD,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weymouth,Fred Happel,19785,17510,19785,Curbside,Yes,64,Both,Weekly,Yes,Yes,64,None,22,40,Both,Both,Neither,Neither,Yes,Yes,,,,100,,,,,,,,,,,,,,,,,,Yes,14931.91,Yes,,No,52,,5313.52,,,,,,217,70,,,,,5424,109,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,Between 3 & 10,Year Round,Year Round,Between 3 & 10,0,0,Yes,2,Yes,Yes,"HHW reciprocal events twice a year at Abington, Cohasset, Hanover, Hingham, Kingston, Norwell, Rockland, Whitman, Plymouth, Duxbury, Hanson, Middleborough",,
Whately,Jan Ameen,568,460,460,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Recycling,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,Yes,160,No,0,,,70,,,,74.62,39.66,1.56,,5.78,,,,14,,,,0,1 or 2,1 or 2,1 or 2,0,Year Round,1 or 2,1 or 2,0,0,0,Year Round,Year Round,Year Round,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,1 or 2,No,,,,,,
Whitman,bruce martin,4613,4508,4508,Curbside,Yes,64,Curbside,Weekly,Yes,Yes,64,None,5,52,Both,Neither,Neither,Neither,,Yes,,,,250,,,,Yes,1,64,Yes,Yes,No,Yes,Yes,Yes,No,,,,,,3146.2,No,0,Yes,,70.5,1235.3,,,,,,,18.66,,,,,,,,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,1 or 2,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,0,0,0,Yes,1,No,Yes,,,
