Municipality Name,Contact Name,Total Number of Households,Households Served by Municipal Trash Program,Households Served by Municipal Recycling Program,Trash Service Type,Carts for Trash,Trash Cart size,Recycling Service Type,Recycling Collection Frequency,SS Recycling,Carts for Recycling,Recycling Cart Size,Food Waste Service Type, # of weeks collected curbside,Weeks the drop-off center open to residents,Municipal Buildings Trash and Recycling Service,School Trash and Recycling Service,Business Trash and Recycling Service,Non-resident Trash and Recycling Service,Solid Waste program funded by property tax?,Solid Waste program funded by annual fee?,Solid Waste program funded by transfer station access fee?,Solid Waste program funded by per-visit fee?,Solid Waste program funded by PAYT/ SMART revenue?,What is the annual fee?,What is the transfer station access fee?,What is the per-visit fee?,PAYT/ SMART,Enforced Trash Limits at Curb,Maximum # bags/ barrels per week,Barrel size in gallons (eg 32 64 etc),Trash Enforced by Muni,Trash Enforced by Hauler,Dedicated Trash Enforcement Personnel,Enforced Mandatory Recycling,Applies to Residential Generators Eligible to be Served by Municipal Program,Applies to Residential Generators not Eligible to be Served by the Municipal Program,Applies to Commercial Generators,Recycling Enforced by Muni,Recycling Enforced by Hauler,Dedicated Mandatory Recycling Enforcement Personnel,# Hours Enforcement Personnel on Street,Private Hauler regulations that require recycling,Applies to Haulers Serving Residential Generators Eligible to be Served by Municipal Program,Applies to Haulers Serving Residential Generators Not Eligible to be Served by Municipal Program,Applies to Commercial Generators,Swap-Shop,Reuse area at transfer station/ recycling center?,Compost Bin Distribution Program,Trash Disposal Tonnage,Does trash disposal tonnage include bulky waste?,Bulky waste tonnage,Fee for bulky waste?,"Annual Bulky 
Waste 
Limit",Tip Fee as of 1/1/2020,Tons Single Stream Recyclables,Newspaper,Cardboard,Mixed Paper,Commingled,Bulky Rigid Plastic,Scrap Metal / White Goods,Textiles/Used Clothing,Wood,Mattresses,Carpet,Food Waste,Yard Waste,E-Waste,C&D,Auto batteries,Auto tires,TVs and Computers,Other electronics (DVD/VCR phones stereos etc),Waste/Used engine oil,Household batteries,"Propane tanks 
1 lb.",Propane tanks  20 lb.,Anti-freeze,Used oil filters,Latex paint,Oil based paint,Fluorescent lamps/CFLs,Button batteries,Thermostats,Thermometers,Other products containing mercury,Expanded Polystyrene,Medical Waste (Sharps),Textiles/Used Clothing,Bulky Rigid Plastic,Books/Media,Plastic Film,Fire Extinguishers,Did your municipality host comprehensive household hazardous waste collection events in 2019?,How many events?,Regional,Reciprocal,,,,,,,,,,,,,,,
Stoughton,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stow,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturbridge,"Kenneth Lacey, Jr.",3751,1882,1882,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Both,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,Yes,Yes,No,,Yes,Yes,Yes,,Yes,,,420,No,0,Yes,,,0,12,50,53,200,0,17,12,10,4.13,0,0,10.8,12,50,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Between 6 & 11,0,Between 6 & 11,Year Round,Year Round,Between 6 & 11,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,0,Between 6 & 11,Yes,9,No,No,,,,,,,,,,,,,,,
Sudbury,Daniel F. Nason,5481,885,1787,Drop-off,,,Drop-off,,,,,None,,52,Neither,Neither,Neither,Neither,,Yes,,,,170,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,476.76,Yes,,Yes,,,,,76,187.95,195.91,29.11,118.3,3.06,,0.83,,,1.08,6.48,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,0,0,Year Round,Year Round,Year Round,,0,No,,,,,,,,,,,,,,,,,,
Sunderland,Jan Ameen,895,0,0,None,,,None,,,,,None,,,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,,,,,,,,,,,,,,,,,,,< 6,< 6,< 6,< 6,Once a Month,< 6,< 6,< 6,Once a Month,Once a Month,0,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,0,0,< 6,< 6,< 6,0,< 6,No,,,,,,,,,,,,,,,,,,
Sutton,Matt Stencel,3600,1200,1200,Drop-off,,,Drop-off,,,,,None,,52,Recycling,Neither,Neither,Neither,,,Yes,,Yes,,40,,Yes,,,,,,,,,,,,,,,,,,,,,,411.4,Yes,,Yes,,68.97,0,0,85,70,82,2,35.24,4.84,,,,,10.8,6,,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Swampscott,Jeff Vaughan,5745,4990,4990,Curbside,,,Curbside,Weekly,Yes,,,Curbside,8,,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,2,35,Yes,Yes,No,,,,,,,,,,,,,,,,4052.52,Yes,,No,52,75,1536.94,,,,,,42000,,,,,,350,,,< 6,0,< 6,< 6,< 6,Year Round,< 6,< 6,< 6,< 6,< 6,< 6,Year Round,< 6,Year Round,Year Round,Year Round,0,Year Round,0,0,0,0,< 6,No,,,,,,,,,,,,,,,,,,
Swansea,Colleen Brown,6397,6090,6090,Curbside,,,Curbside,Weekly,Yes,Yes,64,None,36,,Both,Both,Neither,Neither,,Yes,,,Yes,120,,,Yes,,,,,,,,,,,,,,,,,,,,,,3171,Yes,,Yes,,75.89,1815,,,,,0,,,,,,,1158,,,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,< 6,0,Year Round,Year Round,0,0,0,< 6,Yes,2,No,No,,,,,,,,,,,,,,,
Taunton,Katherine Nunes,20188,16628,19565,Both,,,Both,Bi-weekly,Yes,Yes,95,None,3,52,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,Yes,,Yes,19,,,,,,,Yes,12087.48,Yes,,Yes,52,,4498.22,,100,,,,119.14,35.29,,,,,2185.24,83.53,6,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,< 6,Year Round,0,0,0,0,Yes,1,No,No,,,,,,,,,,,,,,,
Templeton,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tewksbury,Steve Sadwick,10056,10056,10056,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,95,None,14,,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,10007.82,No,39.4,No,,70,2789.02,,,,,,,20.42,,,,,653.5,,,0,0,0,0,0,Year Round,0,0,0,0,0,0,0,0,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,0,0,No,,,,,,,,,,,,,,,,,,
Tisbury,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tolland,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topsfield,Donna Rich,2208,2190,2190,Curbside,,,Curbside,Bi-weekly,,,,None,,32,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,1887.1,Yes,,Yes,,,,0,,393.6,324.31,,,40.54,,,,22.5,199.8,,,Once a Week,Once a Week,Once a Week,Once a Week,Once a Month,Once a Week,< 6,< 6,< 6,Once a Month,0,< 6,Once a Week,Once a Week,Once a Week,Once a Week,Once a Week,0,Year Round,Year Round,0,Once a Week,0,0,Yes,1,Yes,Yes,,,,,,,,,,,,,,,
Townsend,Carla Hitzenbuhler,3615,3450,3450,Curbside,,,Both,Weekly,Yes,,,None,,30,Both,Neither,Recycling,Recycling,Yes,,,,,,,,,Yes,2,32,Yes,Yes,No,,,,,,,,,,,,,,,,2149.68,No,2.09,Yes,,,781.88,,,,,7.03,11.33,,152.28,,,,100,,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Once a Month,Once a Month,Year Round,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,,Year Round,No,,,,,,,,,,,,,,,,,,
Truro,Jarrod J. Cabral,3348,3348,3348,Drop-off,,,Drop-off,,Yes,,,Drop-off,,52,Both,Both,Both,Both,Yes,Yes,,,,100,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,,Yes,1047.98,No,61.65,Yes,,71.75,410.48,,,,,,104,7.5,,6.71,,1.5,48.6,3.2,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Yes,1,Yes,Yes,,,,,,,,,,,,,,,
Tyngsborough,Kerri Oun,4468,3782,3782,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,4,0,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,2,64,,Yes,,Yes,Yes,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,3741.72,Yes,,Yes,,73.04,1078,,,,,,3.96,12.74,,,,,,,,Year Round,< 6,0,0,< 6,Year Round,< 6,< 6,< 6,< 6,0,< 6,< 6,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,Year Round,Yes,1,Yes,Yes,,,,,,,,,,,,,,,
Tyringham,Laura Lee Bertram,277,205,205,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,,,Yes,,,,85,,,,,,,,,,,,,,,,,,,,,,,,136.56,Yes,,Yes,,,,,,28.38,20.47,,4.89,,10.2,,,,,,,Year Round,0,Year Round,Year Round,0,Year Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,,
Upton,Diane Tiernan,2962,2350,2360,Curbside,Yes,96,Curbside,Weekly,Yes,,,None,0,,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,1393.12,No,0,Yes,,68.97,815.44,,,,,,,,,,,,,,,< 6,< 6,Once a Week,Once a Week,< 6,Year Round,< 6,< 6,< 6,< 6,Year Round,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Once a Week,Year Round,0,0,Yes,1,No,No,,,,,,,,,,,,,,,
Uxbridge,Kristin Black,5500,0,0,None,,,None,,,,,None,,36,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,No,,Yes,Yes,Yes,Yes,,,Yes,0,No,0,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,,
Wakefield,Claire Moss,8500,7238,7238,Curbside,Yes,64,Curbside,Bi-weekly,Yes,,,None,3,34,Both,Neither,Neither,Neither,Yes,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,40,,,,,,,,7275.26,Yes,,No,104,66.79,2200,,,,,,,93.42,,,,,1800,,,< 6,< 6,0,0,Once a Month,< 6,0,Once a Week,< 6,0,0,< 6,Between 6 & 11,< 6,< 6,< 6,< 6,0,Year Round,Year Round,Once a Week,Year Round,,0,Yes,2,Yes,Yes,,,,,,,,,,,,,,,
Wales,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walpole,Melissa Ranieri,8510,7432,7432,Curbside,,,Both,Bi-weekly,,,,None,,52,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,6,32,,Yes,,,,,,,,,,,,,,,,,8003.86,Yes,,No,,68.18,1743.91,,,,,,,,,,,,,,,< 6,Year Round,< 6,0,< 6,0,< 6,< 6,< 6,< 6,0,< 6,< 6,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,< 6,Yes,1,No,Yes,,,,,,,,,,,,,,,
Waltham,Sarah Kelley,23000,19170,19170,Curbside,,,Curbside,Weekly,Yes,Yes,64,None,36,0,Both,Both,Recycling,Trash,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21675.69,Yes,,No,,59.09,5062.17,,,,,,347.96,63.73,,,,,600.16,275.4,,Between 6 & 11,< 6,Year Round,Year Round,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,0,Between 6 & 11,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Between 6 & 11,0,0,Year Round,Year Round,< 6,,< 6,Yes,8,No,Yes,,,,,,,,,,,,,,,
Ware,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wareham,Marilyn Russell,12274,0,0,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,0,No,0,,,,,,37,25.9,32.7,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,Year Round,0,0,Yes,2,Yes,No,,,,,,,,,,,,,,,
Warren,Priscilla Clowes,2035,578,578,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Both,Both,Yes,,Yes,,,,80,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,458,No,16.29,Yes,,,,,,85.49,84.53,,17.84,0.09,,3.69,,,,0.16,16,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,Year Round,Year Round,0,0,0,0,Year Round,Year Round,0,Year Round,0,0,No,,,,,,,,,,,,,,,,,,
Warwick,Jan Ameen,361,300,300,Drop-off,,,Drop-off,,,,,None,,,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,No,Yes,Yes,,,,,,,,,,,,Yes,77.86,No,31.62,Yes,,79,,,,22.44,26.98,,15.93,,,,,,,0.66,,< 6,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Once a Month,Once a Month,0,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,< 6,< 6,< 6,0,Year Round,No,,,,,,,,,,,,,,,,,,
Washington,Michelle Lampro,252,252,252,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Both,Neither,Yes,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,No,,,,,,Yes,Yes,,145,No,25,Yes,,,,,,19.31,13.62,,9,6.56,,0.36,,,,1.79,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Watertown,Jesse Myott,13652,10000,10500,Curbside,Yes,64,Both,Bi-weekly,Yes,Yes,64,None,17,52,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,10,,,,,,,Yes,7760.4,Yes,,Yes,104,69.54,2686.2,,,,,,23.69,,,,,,1556.86,36.76,,0,< 6,Year Round,Year Round,< 6,Between 6 & 11,0,0,0,0,Year Round,< 6,Year Round,Between 6 & 11,Year Round,Year Round,Year Round,< 6,Year Round,< 6,< 6,< 6,,0,No,,,,,,,,,,,,,,,,,,
Wayland,Anita Martin,5886,1895,1895,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Both,Neither,Neither,,,Yes,Yes,Yes,,165,40,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,905.73,Yes,,Yes,,83,601.96,,,,,,99,4.54,88,3.58,1,,,3.6,136,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,,Year Round,Yes,2,Yes,Yes,,,,,,,,,,,,,,,
Webster,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellesley,James Manzolini,9310,9310,9310,Drop-off,,,Drop-off,,,,,Drop-off,,52,Both,Recycling,Both,Both,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,5161,Yes,,Yes,,82.25,0,124,982,87,356,18,410,125,604,0,0,75,2579,39,230,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,0,Year Round,Yes,1,No,No,,,,,,,,,,,,,,,
Wellfleet,Mark Vincent,3669,3309,3309,Drop-off,,,Drop-off,,,,,Drop-off,,52,Both,Both,Both,Both,Yes,Yes,,,,25,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,No,,Yes,Yes,Yes,Yes,Yes,,Yes,733.87,No,514.83,Yes,,93.75,,107.84,108,50,240,22.67,165.01,16.21,0,2.64,321,5.63,1000,33.01,515,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,Year Round,Yes,1,Yes,Yes,,,,,,,,,,,,,,,
Wendell,Jan Ameen,375,357,357,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Neither,Neither,Neither,Yes,,Yes,,Yes,,15,,Yes,,,,,,,No,Yes,Yes,,,,,,,,,,Yes,,Yes,158.4,No,34.56,Yes,,79,,,,36.35,33.86,,12.38,2.51,,,,2.97,,2.41,,Year Round,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Once a Month,Once a Month,0,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,< 6,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Wenham,Bill Tyack,1389,1331,1331,Curbside,Yes,35,Curbside,Weekly,Yes,,,Curbside,10,5,Both,Neither,Both,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,Yes,,Yes,,,,,,,,,,893.41,Yes,,No,52,66.89,529.54,,,,,0.88,81.54,17.83,,,,244.45,,5.81,,< 6,0,Year Round,Year Round,< 6,Year Round,Year Round,Year Round,< 6,0,0,0,Year Round,Year Round,Year Round,Year Round,< 6,0,0,Year Round,Year Round,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
West Boylston,Keri Miknaitis,2895,2480,2480,Curbside,,,Curbside,Weekly,Yes,,,None,,10,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,1456.25,No,0,Yes,,70.58,578.82,,7,5.1,2.6,3.89,20.49,1.16,,5.61,,,,11.8,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Yes,6,Yes,No,,,,,,,,,,,,,,,
West Bridgewater,Sue Kent,2921,1823,1823,Drop-off,,,Drop-off,,Yes,,,None,,,Both,Neither,Neither,Neither,Yes,Yes,,,,85,,,,,,,,,,,,,,,,,,,,,,,,Yes,1975.03,No,0,,,93.75,339.62,,,,,,,,,0.08,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,Year Round,0,No,,,,,,,,,,,,,,,,,,
West Brookfield,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Newbury,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Springfield,Robert J. Colson,12500,8860,8860,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,6,52,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,2,64,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,19,,,,,,,,7348.85,No,0,Yes,15,67,1993.78,,,,,4.68,53.4,,,,,14,,,,< 6,Year Round,Year Round,Year Round,< 6,< 6,< 6,< 6,< 6,< 6,0,< 6,Year Round,< 6,< 6,< 6,< 6,0,Year Round,Year Round,Year Round,Year Round,,Year Round,Yes,1,No,Yes,,,,,,,,,,,,,,,
West Stockbridge,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Tisbury,Donald Hatch,1807,850,850,Drop-off,,,Drop-off,,Yes,,,Drop-off,,,Both,Both,Both,Both,,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,Yes,,No,,,,,,Yes,,Yes,468,No,0,,,165,190,,,,,,5.86,,,,,,,,,Year Round,Year Round,Year Round,Year Round,< 6,Year Round,0,0,< 6,< 6,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,0,Yes,3,Yes,No,,,,,,,,,,,,,,,
Westborough,Steven Baccari,5514,4098,5000,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Neither,Neither,Neither,Yes,,Yes,,,,85,,,,,,,,,Yes,Yes,,,Yes,,No,,,,,,,Yes,,4538,Yes,,Yes,,68.97,1241,,,,,,,,,11.58,,,,20.56,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,< 6,Year Round,0,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,< 6,Yes,1,No,No,,,,,,,,,,,,,,,
Westfield,Joseph Rouse,16096,16096,16096,Both,Yes,64,Both,Bi-weekly,Yes,Yes,96,None,,52,Neither,Neither,Neither,Neither,Yes,Yes,Yes,,,85,25,,,Yes,2,64,Yes,,No,,,,,,,,,,,,,,,,10547,Yes,,Yes,,,2960,0,88,0,0,41.01,211.22,1.45,0,0,0,0,33.75,48.84,4,Year Round,Year Round,Year Round,Year Round,Once a Week,Year Round,Year Round,Year Round,Once a Week,Once a Week,Year Round,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Westford,Kristina Greene,7995,7995,7995,Curbside,,,Curbside,Bi-weekly,Yes,,,None,4,0,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,3,32,,Yes,,Yes,Yes,,,,Yes,,,,,,,,,Yes,7584.46,Yes,,Yes,,73.04,2453.03,,,,,,,15.5,,,,,6.05,55.34,,0,0,< 6,< 6,0,0,< 6,0,0,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,,< 6,Yes,1,No,Yes,,,,,,,,,,,,,,,
Westhampton,Kathleen A. Casey,693,398,398,Drop-off,,,Drop-off,,Yes,,,None,,,Both,Neither,Both,Neither,,Yes,,,Yes,60,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,No,,,,,,Yes,,Yes,211.57,No,67,Yes,,88,107.56,,,,,0.5,20.98,4.17,,,,,,1.36,,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Yes,1,Yes,Yes,,,,,,,,,,,,,,,
Westminster,Mark Hawke,2987,0,2987,None,,,Both,Weekly,Yes,,,None,,52,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,2566,Yes,,Yes,,,183.45,136.02,161,,,,99.66,,,6.88,,,,11.38,,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,< 6,< 6,Year Round,0,0,0,0,0,Year Round,0,0,0,0,0,Yes,4,Yes,Yes,,,,,,,,,,,,,,,
Weston,Thomas Cullen,3600,1693,1693,Drop-off,,,Drop-off,,,,,None,,52,Both,Recycling,Neither,Neither,Yes,Yes,,,,240,,,,,,,,,,,,,,,,,,,,,,Yes,,,1410,Yes,,No,,,,0,313,142,185.22,15.13,124.08,31.28,124.98,0,0,0,594.82,35.81,0,Year Round,0,Year Round,Year Round,< 6,Year Round,Year Round,Year Round,< 6,< 6,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Yes,1,No,No,,,,,,,,,,,,,,,
Westport,Matthew Armendo,6947,1889,1889,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Both,Yes,,,,,,,,Yes,,,,,,,No,Yes,Yes,Yes,,,,,Yes,Yes,,,,,,751.96,Yes,,Yes,,79,,25.27,107,68.08,244.62,58.88,102.85,5,,8.8,,,20,6.49,114,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Westwood,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
