Municipality Name,Contact Name,Total Number of Households,Households Served by Municipal Trash Program,Households Served by Municipal Recycling Program,Trash Service Type,Carts for Trash,Trash Cart size,Recycling Service Type,Recycling Collection Frequency,SS Recycling,Carts for Recycling,Recycling Cart Size,Food Waste Service Type, # of weeks collected curbside,Weeks the drop-off center open to residents,Municipal Buildings Trash and Recycling Service,School Trash and Recycling Service,Business Trash and Recycling Service,Non-resident Trash and Recycling Service,Solid Waste program funded by property tax?,Solid Waste program funded by annual fee?,Solid Waste program funded by per-visit fee?,Solid Waste program funded by PAYT revenue?,What is the annual fee?,What is the per-visit fee?,PAYT,Enforced Trash Limits at Curb,Maximum # bags/ barrels per week,Barrel size in gallons (eg 32 64 etc),Trash Enforced by Muni,Trash Enforced by Hauler,Dedicated Trash Enforcement Personnel,Enforced Mandatory Recycling,Recycling Enforced by Muni,Recycling Enforced by Hauler,Dedicated Mandatory Recycling Enforcement Personnel,# Hours Enforcement Personnel on Street,Private Hauler regulations that require recycling,Swap-Shop,Reuse area at transfer station / recycling center?,Compost Bin Distribution Program,Trash Disposal Tonnage,Does trash disposal tonnage include bulky waste?,Bulky waste tonnage,Fee for bulky waste?,Tip Fee as of 1/1/2016,Tons Single Stream Recyclables,Newspaper,Cardboard,Mixed Paper,Commingled,Bulky Rigid Plastic,Scrap Metal / White Goods,Textiles/Used Clothing,Wood,Mattresses,Carpet,Food Waste,Yard Waste,E-Waste,Auto batteries,Auto tires,TVs and Computers,Other electronics (DVD/VCR phones stereos etc),Waste/Used engine oil,Household batteries,Propane tanks,Anti-freeze,Used oil filters,Latex/Oil based paint,Fluorescent lamps/CFLs,Button batteries,Thermostats,Thermometers,Other products containing mercury,Expanded Polystyrene,Medical Waste (Sharps),Textiles/Used Clothing,Bulky Rigid Plastic,Books/Media,Did your municipality host comprehensive household hazardous waste collection events in 2015?,How many events?,Regional,Reciprocal,Comments/Additional Information,,
Wayland,Daniel Cabral,6000,2048,2247,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Both,Neither,Neither,,Yes,Yes,Yes,155,40,Yes,,,,,,,,,,,,,,Yes,,947.4,Yes,,No,76,651.77,,,,,,71,1.23,,,,,,,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Year Round,Year Round,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,,Year Round,Yes,2,No,No,"Regarding Other Recycled Materials Category: - Textiles/Used Clothing are collected at School as well as Transfer Station. T.S. total is 2450lbs, Town-wide total is 21,760lbs - Yard Waste is collected and ground for mulch which is used throughout Town by the DPW and available for residents to take. - Electronics & E-Waste are collected once a month for recycling and tracked per-item (430 Items in CY2015)",,
Webster,Doug Willardson,6910,102,102,Drop-off,,,Drop-off,,,,,None,,32,Both,Both,Both,Both,,,,Yes,,,,,,,,,,,,,,,,,,,56,Yes,,Yes,,,,,,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,No,,,,,,
Wellesley,Gordon Martin,8983,8983,8983,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Neither,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,6250,Yes,,No,,5332,967,1150,267,427,19,383,146,662,,,,6722,109,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Once a Week,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,,Year Round,Yes,1,No,No,,,
Wellfleet,Mark Vincent,3660,3300,3300,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Both,Yes,Yes,,Yes,25,,Yes,,,,,,,Yes,Yes,,No,,Yes,Yes,Yes,Yes,1249,No,453,Yes,18.15,,111,111,40,267,4,144,5,5,,,,1500,34,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,0,0,Year Round,,1 or 2,Yes,1,Yes,Yes,,,
Wendell,Jan Ameen,373,350,350,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,Yes,,Yes,15,,Yes,,,,,,,,,,,,,Yes,,Yes,165.45,No,47.76,Yes,68,,,,48.43,45.49,,,1.3,,,,,,4.76,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,0,0,0,Year Round,0,Year Round,No,,,,The Wendell Transfer Station accepts scrap metal and appliances but a company takes the metal items at no cost so there are no weights. The Town's website indicates that scrap metal and appliances are accepted at the transfer station: http://www.wendellmass.us/index.php/governance/services/wrats.html,,
Wenham,Bill Tyack,1404,1404,1404,Curbside,Yes,35,Curbside,Weekly,Yes,,,Curbside,2,,Both,Neither,Both,Neither,Yes,,,Yes,,,Yes,Yes,1,35,,Yes,,,,,,,Yes,,,Yes,906.94,Yes,,No,60.6,746.03,,,,,,,,,,,173.26,,,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,0,Yes,2,No,Yes,,,
West Boylston,Michael Kittredge,2620,2457,2457,Curbside,,,Curbside,Weekly,Yes,,,Curbside,,16,Both,Both,Neither,Neither,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,1306.76,No,0,Yes,,555.61,,,,,2.63,12.09,0.08,,,,,21.6,1,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Yes,4,Yes,No,,,
West Bridgewater,Leonard Graf,2712,1851,1851,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Neither,Neither,Neither,Yes,Yes,,,85,,,,,,,,,,,,,,,,,Yes,2118.35,No,0,No,55,313.98,,,,,,94.85,,,,,,50,12.62,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,No,,,,,,
WEST BROOKFIELD,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST NEWBURY,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Springfield,Robert Colson,12500,8860,8860,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,96,None,30,52,Both,Both,Neither,Neither,Yes,,,,,,Yes,Yes,1,64,Yes,Yes,No,Yes,Yes,Yes,Yes,10,Yes,,,Yes,6715.12,No,207,No,60,2175.76,,,,,,75.78,0.78,385.14,7.55,,4.66,295.14,109,Year Round,1 or 2,Year Round,Year Round,1 or 2,Year Round,Year Round,1 or 2,,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,,Year Round,Yes,1,Yes,Yes,"Bulky plastic items were asked to be brought to a dedicated dumpster at our 2015 earth day fair event but only a few pieces were brought so there is no tonnage entered.Leaf and yard waste tonnage does NOT include drop off by residents which is NOT in the above total but estimated at 800 tons.We collected Food waste at one school - Tatham ElementaryBulky Waste -a total of 207 tons** of bulky waste was collected in two ways; 1. from curbside pickup by the Towns Contactor K&W that had a scaled weight of = 150 tons**; 2. an estimated 57 tons** (generally 100 pounds estimated per load x 1,140 loads dropped off by Residents) at the Town's Transfer Station operated by K&W",,
WEST STOCKBRIDGE,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Tisbury,Don Hatch,1793,780,780,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Both,,,,Yes,,,Yes,,,,,,,,,,,,,Yes,Yes,,312,No,0,Yes,160,335,,,,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,0,Between 3 & 10,,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,,Year Round,Yes,4,Yes,No,,,
Westborough,Steven Baccari,4073,2800,3800,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Neither,Neither,Yes,Yes,,,70,,,,,,,,,Yes,Yes,Yes,Yes,52,,,Yes,,4838,No,750,Yes,64,177,186,223,41,239,,,,,,,,,10.66,Year Round,Year Round,Year Round,0,Year Round,Year Round,1 or 2,1 or 2,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,0,0,Yes,1,No,No,,,
Westfield,Joseph Rouse,13500,13500,13500,Both,Yes,64,Both,Bi-weekly,Yes,Yes,96,None,8,52,Both,Both,Neither,Neither,Yes,Yes,,,10,,,Yes,1,64,Yes,,No,Yes,Yes,,No,,,,,,10452.53,Yes,,No,,2952.61,,,,,40.47,195,,,,,,,,Year Round,Year Round,Year Round,Year Round,Once a Week,Year Round,Year Round,Once a Week,,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,,Year Round,No,,,,,,
Westford,Kristina Greene,7869,7869,7869,Curbside,,,Curbside,Bi-weekly,Yes,Yes,64,None,4,2,Both,Both,Neither,Neither,Yes,,,,,,,Yes,3,32,,Yes,,Yes,,Yes,,,,,,Yes,7268.85,Yes,,Yes,68,2891.03,,,,,0.12,23.41,,,,,,0.81,76.25,0,0,1 or 2,1 or 2,Year Round,0,1 or 2,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,No,,,,"yard waste (brush, not l eaves) i s accepted at a drop­off facility on 2 collection dates during 2015. The Fire Dept picks up Christmas trees one weekend after Christmas. Residents pay a fee. This i s coordinated completely by the Fire Dept .Household Hazardous Waste collections are held every other year - even years. We inform residents that Lexington has events once per month that they may at tend on a fee basis.",,
Westhampton,Kathleen A. Casey,686,374,374,Drop-off,,,Drop-off,,Yes,,,None,,,Both,Both,Both,Neither,,Yes,,Yes,60,,Yes,,,,,,,Yes,Yes,,No,,,Yes,,Yes,208,No,59.8,Yes,72,104,,,,,,20.9,2.5,,,,,,2.4,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,Yes,1,Yes,Yes,,,
WESTMINSTER,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weston,"Thomas E. Cullen, Jr., P.E.",3600,1767,1767,Drop-off,,,Drop-off,,,,,None,,52,Both,Recycling,Neither,Neither,Yes,Yes,,Yes,225,,Yes,,,,,,,,,,,,,Yes,,,1731,Yes,,No,64,0,183.54,346,0,286.12,69.67,60.28,14.6,0,0,0,0,528.81,18.16,1 or 2,0,Year Round,Year Round,1 or 2,Year Round,Year Round,1 or 2,,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Yes,1,No,No,,,
Westport,James Walsh,6772,1660,1660,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Both,Yes,,,,,,Yes,,,,,,,,,,,,Yes,,,,868,Yes,,Yes,64,,63.35,98.31,75.84,226.75,31.07,84.04,,,2.28,,,20,9.99,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,0,Year Round,0,Year Round,Year Round,Year Round,0,0,Year Round,,Year Round,No,,,,"HHW Collection in another community is a business ""NEDT"" located in Sutton, MA (NEDT.org). They are open year round 2 days a week and by appointment and some Saturdays in the summer for Massachusetts, RI & CT residents. Our metal, glass and plastic are collected separately. We are currently recycling plastic with a return of $0. The glass is a cost to the municipality at $25/ton. The metal is paid as follows: light iron at $45/GT, tin cans at $40/GT, aluminum at .37/LB. Christmas trees are collected only during the month of January. We have not received the collection amount for the textile from Bay State and the other vendor, which is the Salvation Army, does not track the amount collected so we are not able to provide any information on the textile/clothing collection for 2015 at this time.",,
WESTWOOD,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weymouth,Rosemary Nolan,19775,17500,19775,Curbside,Yes,64,Both,Weekly,Yes,Yes,64,None,22,40,Both,Both,Neither,Neither,Yes,Yes,,,100,,,Yes,1,64,,Yes,,,,,,,,,,Yes,15071.27,Yes,,No,108.09,5671,,,,,,218,69,,,,,5405,110,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,Between 3 & 10,Year Round,,Year Round,Yes,2,Yes,Yes,"HHW reciprocal events twice a year at: Abington, Cohasset, Hanover, Hingham, Kingston, Norwell, Rockland, Whitman, Plymouth, Duxbury, Hanson, Middleborough.",,
Whately,Jan Ameen,566,460,460,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Recycling,Neither,Neither,Yes,,,Yes,,,Yes,,,,,,,,,,,,,Yes,,Yes,165.01,No,0,No,70,,,,71,39.68,1,,1.2,,,,14,,,0,1 or 2,1 or 2,1 or 2,0,Year Round,1 or 2,0,0,0,Year Round,Year Round,Year Round,Year Round,0,0,0,Year Round,,Year Round,No,,,,,,
Whitman,BRUCE MARTIN,4578,4508,4508,Curbside,Yes,0,Curbside,Weekly,Yes,Yes,64,None,4,52,Both,Neither,Neither,Neither,,Yes,,,250,,,,,,,,,Yes,Yes,Yes,No,,,,,,4049,No,64.5,Yes,69.5,883.04,,,,,,5.88,,,,,,,,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,1 or 2,,1 or 2,Year Round,Year Round,Year Round,Year Round,1 or 2,0,1 or 2,Year Round,0,Year Round,Yes,1,No,Yes,,,
WILBRAHAM,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williamsburg,Kathleen A. Casey,1139,753,753,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Neither,,Yes,,,60,,,,,,,,,Yes,Yes,,No,,,,Yes,Yes,404,No,46.5,Yes,69,,,,143.9,81.2,,34.3,4.2,,2.8,,,,5.9,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,No,,,,,,
Williamstown,Sandy Totter,2223,1217,1217,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Both,Neither,,Yes,,,85,,Yes,,,,,,,,,,,,Yes,,,Yes,340.15,No,106.97,Yes,,,,,198.63,102.13,,30.63,,,,,,,9.08,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,0,0,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,No,,,,,,
Wilmington,Jamie Magaldi,7190,7190,7190,Curbside,Yes,64,Curbside,Bi-weekly,Yes,Yes,95,None,10,19,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,Yes,Yes,,No,,,,,,7632.65,Yes,,No,63,2118,,,,,,34.8,,,,,,,16.7,1 or 2,1 or 2,Year Round,0,Year Round,0,0,1 or 2,,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,0,Yes,1,No,No,,,
Winchendon,Wendy Stevens,3700,782,782,Drop-off,,,Drop-off,,,,,None,,52,Recycling,Recycling,Both,Neither,,Yes,,Yes,50,,Yes,,,,,,,,,,,,,,,,494.56,Yes,,Yes,120,,20.13,32.66,76.31,136.44,,5.7,3.17,,,,,5,14.34,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Year Round,Year Round,0,0,0,Year Round,0,Year Round,,Year Round,No,,,,,,
Winchester,Norman Doucette,7760,5010,5010,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Both,Neither,Neither,,Yes,Yes,Yes,180,50,Yes,,,,,,,,,,,,,,Yes,,5370,Yes,,Yes,54,1740,,,,,,246,89,,,,,2108,55,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,1 or 2,,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,0,Year Round,Yes,1,No,No,"Residents can use the Minuteman Hazardous Waste Facility in Lexington on a pay per use basis. They could also use Clean Harbors in Braintree, MA on a pay per use basis on Saturdays from April to November.",,
Windsor,Sandy Totter,328,328,328,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,,Yes,,,75,,Yes,,,,,,,,,,,,,Yes,,Yes,132.88,No,27.46,Yes,,,,,28.78,17.62,,8.3,,,,,,,,0,Year Round,0,0,0,Year Round,Year Round,0,0,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,0,No,,,,,,
WINTHROP,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woburn,Jack Fralick,16000,12500,16000,Curbside,,,Curbside,Bi-weekly,Yes,,,None,9,,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,18664.62,Yes,,No,,1896,,,,,,,,,,,,5054,,Year Round,Between 3 & 10,Year Round,0,Between 3 & 10,Year Round,Year Round,Between 3 & 10,,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,0,No,,,,,,
Worcester,Robert J. Fiore,67000,52000,67000,Curbside,,,Both,Weekly,Yes,,,None,12,35,Both,Neither,Neither,Neither,Yes,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,40,,,,Yes,21074,No,0,Yes,64,9993,,,,,,61.95,,,30.28,,,3983.58,59.66,Once a Week,Once a Week,Once a Week,Once a Week,0,Year Round,Once a Week,Between 3 & 10,0,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,Between 3 & 10,Year Round,,Year Round,Yes,2,No,No,Item #2 - Curbside Recycling is a available to residents in household units of 6 or less. Drop-Off recycling is available to all household units.Item 6 - Yard Waste curbside is only during Fall Leaf Collection and April through November/December we operate three drop-off sites.#8 The conversion factor for cu. yds. of yard waste appears to be much lower than what has been used in the past and even in the DEP's own Volume to Weight Conversions for Recyclable Material.,,
Worthington,Kathleen A. Casey,532,367,367,Drop-off,,,Drop-off,,,,,None,,,Both,Both,Both,Neither,,Yes,,Yes,35,,Yes,,,,,,,Yes,Yes,,No,,,,,,216,No,90.3,Yes,72,,,,60.3,44.8,,18.7,1.8,,,,,,8.5,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,0,No,,,,,,
Wrentham,Mike Lavin,3895,3791,3791,Curbside,,,Curbside,Weekly,Yes,,,None,,52,Both,Both,Neither,Neither,Yes,,,Yes,,,Yes,Yes,1,32,Yes,Yes,No,Yes,Yes,Yes,No,,,,,Yes,2820.49,Yes,,No,114,1223.06,,,,,1,20,,,,,,900,,1 or 2,1 or 2,Year Round,Year Round,1 or 2,Year Round,1 or 2,1 or 2,,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,,Year Round,Yes,1,No,No,,,
Yarmouth,Roby Whitehouse,13908,8806,13908,Drop-off,,,Drop-off,,,,,None,,52,Both,Recycling,Recycling,Both,,Yes,Yes,,144,15,,,,,,,,,,,,,Yes,,,,8355,No,813,Yes,72.17,,357.55,303.54,84.49,509.36,,478.27,70.65,,,,,1216,173.77,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,Yes,2,No,No,"Anyone in Yarmouth may utilize the various recycling services offered at the Yarmouth Disposal Area. Our swap shop is currently closed due to volunteers violating building codes. Please note that we do not pay to recycle all E-wastes, reported in section 8. CRT's are the only items paid for.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
